epoch,total,score,position,dimension,angle
256,3443.0,2102.0,774.88,466.58,99.553
257,3590.7,2191.7,806.93,487.38,104.61
258,3488.1,2113.3,782.39,487.2,105.2
259,3467.1,2105.7,787.56,472.43,101.45
260,3455.5,2104.8,786.18,464.27,100.2
261,3494.1,2117.7,784.79,484.56,107.01
262,3483.9,2132.3,781.21,471.05,99.32
263,3443.6,2081.9,787.26,478.0,96.463
264,3462.3,2101.3,788.06,472.82,100.04
265,3515.9,2156.3,791.79,467.57,100.26
266,3448.3,2097.7,777.3,472.15,101.14
267,3451.3,2096.0,777.67,474.59,102.99
268,3421.0,2078.1,782.58,463.2,97.115
269,3445.2,2115.9,775.32,457.24,96.719
270,3415.0,2090.6,768.21,456.38,99.823
271,3431.0,2098.3,774.41,462.5,95.834
272,3490.8,2145.3,790.06,459.27,96.114
273,3476.3,2123.8,780.17,473.19,99.096
274,3434.0,2100.2,775.08,462.22,96.584
275,3389.6,2068.8,769.13,456.99,94.711
276,3376.3,2051.7,775.37,453.84,95.378
277,3429.1,2092.5,777.0,460.16,99.46
278,3404.1,2067.1,777.05,461.91,98.037
279,3449.2,2119.6,778.05,455.51,96.025
280,3415.0,2074.8,779.11,462.2,98.851
281,3371.3,2062.2,758.62,453.78,96.643
282,3374.5,2050.9,764.7,462.62,96.221
283,3413.9,2095.5,766.82,457.38,94.186
284,3396.8,2071.1,771.79,456.98,96.991
285,3401.5,2092.3,769.08,446.25,93.889
286,3306.7,2026.4,749.44,439.1,91.757
287,3283.3,2003.4,751.74,437.4,90.784
288,3400.2,2092.5,769.35,447.08,91.278
289,3296.7,2024.0,748.77,434.36,89.574
290,3317.8,2035.8,755.29,435.73,90.982
291,3338.0,2048.5,758.55,441.22,89.737
292,3335.1,2055.5,751.2,438.51,89.887
293,3272.0,2009.6,742.55,430.6,89.26
294,3351.6,2039.7,762.6,458.71,90.542
295,3292.8,2013.5,749.1,440.18,90.026
296,3312.0,2037.3,746.47,439.01,89.243
297,3308.8,2025.7,749.27,441.14,92.709
298,3245.9,1996.0,734.81,428.03,87.056
299,3262.5,1993.5,749.67,431.72,87.631
300,3240.4,1980.1,741.94,428.9,89.422
