epoch,total,score,position,dimension,angle
570,13619.0,12055.0,568.71,776.86,218.0
571,13526.0,11975.0,563.8,773.7,213.78
572,13531.0,11978.0,563.52,774.12,215.1
573,13491.0,11936.0,563.39,775.06,216.84
574,13638.0,12076.0,568.56,776.65,216.06
575,13522.0,11973.0,564.97,770.14,213.6
576,13368.0,11824.0,558.09,770.53,215.55
577,13503.0,11953.0,562.55,773.66,213.98
578,13513.0,11960.0,564.93,772.61,215.59
579,13435.0,11891.0,559.67,770.59,213.74
580,13471.0,11920.0,561.75,774.23,214.79
581,13419.0,11883.0,561.77,762.01,213.0
582,13558.0,12008.0,567.94,767.82,214.49
583,13536.0,11983.0,564.16,773.02,215.36
584,13473.0,11923.0,562.11,772.3,215.67
585,13502.0,11952.0,565.28,770.62,213.73
586,13541.0,11979.0,565.26,778.49,217.64
587,13513.0,11969.0,562.94,768.19,212.98
588,13384.0,11847.0,557.97,765.95,212.71
589,13415.0,11866.0,561.81,770.61,216.16
590,13407.0,11864.0,560.09,768.16,214.6
591,13410.0,11870.0,559.08,765.87,214.39
592,13339.0,11802.0,557.25,766.43,212.91
593,13407.0,11864.0,560.08,769.33,213.42
594,13483.0,11930.0,564.67,773.96,214.46
595,13494.0,11944.0,564.82,770.46,213.77
596,13447.0,11897.0,564.28,771.1,214.83
597,13488.0,11939.0,562.75,771.27,214.79
598,13409.0,11865.0,559.02,771.21,213.75
599,13521.0,11972.0,566.8,769.44,213.09
600,13474.0,11927.0,562.62,770.28,214.13
