epoch,total,score,position,dimension,angle
237,22916.0,20653.0,899.41,1078.0,285.82
238,22827.0,20570.0,895.5,1073.7,287.51
239,23093.0,20823.0,903.48,1082.6,283.45
240,22670.0,20419.0,897.17,1069.2,284.62
241,22909.0,20626.0,900.43,1096.3,286.23
242,22740.0,20493.0,893.78,1066.4,286.91
243,22744.0,20507.0,893.77,1057.3,286.46
244,23012.0,20746.0,901.05,1080.9,283.51
245,22373.0,20151.0,882.73,1059.5,279.72
246,22756.0,20510.0,891.16,1073.1,282.07
247,22868.0,20618.0,902.4,1065.9,281.14
248,23078.0,20796.0,907.6,1090.3,284.4
249,22929.0,20671.0,900.77,1076.3,280.57
250,23047.0,20784.0,901.14,1079.8,281.88
251,22813.0,20544.0,897.72,1089.1,282.21
252,22818.0,20572.0,892.9,1070.6,283.06
253,22918.0,20671.0,899.0,1065.2,283.18
